RT @SkoupaDoo: Τα ΜΑΤ σταματούν ταξί που κινούνται στα Εξάρχεια και προσαγάγουν επιβάτες μαλάκα μου τι ζούμε.
@fn_twister λατρεψα το ακαου σου:)
RT @fn_twister: #anarchofeminism #womenpower http://t.co/3s1nL052tf
RT @fn_twister: amensioto http://t.co/0FpziXSQ7p
RT @fn_twister: http://t.co/QUjJpBWflb
RT @fn_twister: #anarchofeminism #feminism #womenpower http://t.co/UsdGm1kK6L
RT @fn_twister: #anarchofeminism #feminism #womenpower http://t.co/Arud31oOn3
"RT @pitsirikos: Αύριο το βράδυ στις 22:15,  στο Κανάλι της Βουλής, το Debtocracy του αγαπημένου και ακέραιου Άρη Χατζηστεφάνου. http://t.co…"
RT @thereaIbanksy: Never judge people by their looks. http://t.co/J3bIGJlafN
RT @JohnGolfin: Για να μην ξεχνιόμαστε #vouli http://t.co/yVtC4B962t
RT @dplastir: Οι μόνοι που λένε ακόμα το ΠΑΣΟΚ αριστερά είναι η ΧΑ και μετά σου λένε δεν είναι επικίνδυνοι παρανοϊκοί #vouli http://t.co/BG…
"RT @OlgaBalomenou: Αφού συμφωνούν με την εξεταστική και ήθελαν να διευρυνθεί, γιατί ψηφίζουν όχι; #vouli"
"RT @doleross: Με 156 υπέρ, 72 κατά κ 22 ""παρών"" υπερψηφίστηκε η πρόταση ΣΥΡΙΖΑ-ΑΝΕΛ για Εξετ. Επιτροπή ως προς τα Μνημόνια. #vouli #rbnews"
@raskolnikas αυτό ακριβώς σκεφτόμουν τώρα... Παράγοντας για απανωτά τσιγάρα είναι τα φασισταρια στη #vouli πάντως.
RT @raskolnikas: @Caterina_GS Κοιτα τον ψυχακια πισω του με την φρατζα χιτλερ.Την εχει δει μετεμψυχωση!
Mute στο φασιστοσκατό... #nevrikos_klonismos #vouli http://t.co/YzSXKM5bqU
RT @zetakosmatougk: Μα μιλάει για αλαζονεία ο Μπενυ ο ΜΠενυ βρε παιδιά ...ο Μπενυ  #Vouli
RT @AthenaDimiDimi: Βενιζελος : Επρεπε να παει ο Βαρουφακης να προσκυνήσει τη Λαγκαρντ #vouli http://t.co/acuOU9Y4Dd
"RT @AthenaDimiDimi: Βενιζελος: Οταν το πηραμε αυτο το κονδυλιο
ZΩΗ : TO KONΔΥΛΙ 
#klaiw #vouli"
#diplis το προηγούμενο τουι:p
