RT @MariaBerjaoui: När slutade feminism handla om jämställdhet mellan könen och istället börja handla om kvinnors rätt att öppet hata alla …
RT @lifeaseva: CONTINUED FROM MY THEORY. #CharlesIsA #PLLTheory #PLLFinale http://t.co/PtYpjMpIfM
RT @lifeaseva: THIS IS WHY A IS A. End of story. #CharlesisA #PLLTheory #PLLFinale http://t.co/qeuiUZJHkT
"Tweet using #BigAReveal - 150,000 more tweets will unlock another clue from tonight's #PLL episode! http://t.co/xLNbNY5xtu"
@isakpettersson_ taack😘
"~When life gives you a hundread reasons to cry, show life that you have a thousand reasons to smile.~"
Take this quiz!! http://t.co/vXD7JKRzm9 via @sharethis
RT @Afsheen__Hayat: @mirre_duvet gå och dö
