RT @Mojahedineng: #PMOI #Iran US Senate planning Iran vote despite Obama warning:  http://t.co/D7Vzn7E6ce
RT @Mojahedineng: #PMOI #Iran Obama at a crossroad to choose between American people and the terrorist regime of Iran:  http://t.co/JvCsjrZ…
"RT @Mojahedineng: #PMOI #Iran Gen. David Phillips: ""We need to act now. If we are not going to protect the people of Camp Libert... http://…"
"RT @Mojahedineng: #PMOI #Iran Amb. Adam Ereli: ""Iran’s nuclear program has been contained through tough sanctions and the steadf... http://…"
"RT @Mojahedineng: #PMOI #Iran Prof. Valid Fares: ""We have an international obligation toward Camp Liberty residents"":  http://t.co/554fV7rA…"
RT @Mojahedineng: #PMOI #Iran Rajavi: ‘Decisive Storm’ operation expedited Iran regime’s drinking of chalice of poison:  http://t.co/oB5u3p…
RT @Mojahedineng: #PMOI #Iran Violent attack on political prisoners at Gohardasht prison during the Easter Sunday:  http://t.co/IC6sw1HCWy
RT @Mojahedineng: #PMOI #Iran The clerical regime prevents the celebrations of Easter in churches of Urumia:  http://t.co/IK1BD2D7bT
@RosLehtinen  letter 2/families rally @USEmbBaghdad  abt detention of #CampLiberty resident  http://t.co/EyNLc81fVu  http://t.co/wHKxh7CwlG
#Iraq:Faleh Fayyad agents prevent burial of MEK member died because of medical blockade2months ago http://t.co/0iSjYVEZPB #CampLiberty #Iran
#CampLiberty:Obstructing handover D body&amp;urial of #PMOI member Mr. Ali Salari http://t.co/WYQ0eJr1qw #Iran #dk #Iraq http://t.co/qDL531vqhB
Read my letter2 @USEmbBaghdad addressing concerns abt unlawful detention of #CampLiberty resident + lack of security http://t.co/EyNLc81fVu
"Republicans push for a vote on #Iran #nuclear deal http://t.co/bY0F3mfapI 
#News #CNN http://t.co/oFTYyOSybc #Sverige #Norway #zdf #senate"
#Yemen is planning to create a safe corridor for food distribution http://t.co/nyXKkVPSFd #YemenCrisis #Iran #News http://t.co/67YVQ9ugXw
RT.@greta .@RepDanKildee: I CANNOT accept an agreement w/ #Iran if they continue 2hold INNOCENT PPL as political pawns #FreeAmirNow @FoxNews
RT@SenSasse #Iran is1 of D 2great sources of destabilization in D #MiddleEast.We should be wary of this #nucleardeal.http://t.co/fz9hEP63Qg
"The Iran deal,bait and switch? http://t.co/iPw22CWz3Q  #Iran #Irantalks #Irandeal #Sverige #ZDF #dkpol #IAEA #UNSC @USAgov @COE #MiddleEast"
RT.@SpeakerBoehner It would be naïve2 suggest #Iran will not continue 2use its nuclear prog.2 destabilize the region. http://t.co/ZYwbRqeBj2
#Syria Idlib continues to be bombed http://t.co/hycaPFXQee #Syriacrisis #SyrianRefugees  #Iran #News http://t.co/2560OCUeK3 #MiddleEast #zdf
#Yemen'i foreign ministry begin its operation in the #Saudi capital http://t.co/pIG5GH47OI #Iran #News http://t.co/aYxD1zF3px #dkpol #zdf
